date,avg_price
2020-06-12,9325.9968562026352
2016-10-23,649.62630000000024
2021-01-06,34082.206049044238
2019-07-19,10636.155728360647
2015-04-26,218.5065
2013-06-28,99.66
2015-06-27,250.621
2017-03-09,1191.2367224851023
2024-01-07,43956.12071720152
2020-07-11,9282.913638839902
2024-03-13,71467.173503260623
2023-10-29,34092.630932838576
2019-07-10,12544.167261709219
2022-01-12,42777.211020482355
2015-11-28,356.212
2016-04-20,441.916
2014-06-16,592.52
2024-04-20,63988.818471785664
2014-03-12,638.07
2022-02-09,44184.447511676175
2018-01-14,14476.5889713691
2014-05-10,452.505
2023-03-05,22348.329915388149
2024-10-25,68214.052051574021
2013-10-11,130.27
2022-08-02,23333.749243312184
2015-03-23,266.0272
2023-01-04,16677.646185850346
2020-09-07,10260.0177277544
2021-03-16,55805.329249234259
2018-09-21,6491.8852422768832
2021-04-05,58228.802623466196
2018-04-19,8097.41823310301
2015-02-08,222.9061
2025-07-02,107739.20138888889
2025-10-13,115099.4722222222
2015-04-10,234.5253
2017-07-25,2563.74789523364
2019-10-09,8180.69113018462
2023-02-27,23541.115854493557
2013-06-27,103.39
2017-09-03,4632.46233076675
2013-10-13,135.48
2024-04-29,63030.433616681854
2023-10-28,33899.093056440317
2023-08-26,26044.036209289134
2024-12-19,100296.57974074173
2015-06-03,225.4831
2013-05-30,127.401
2014-08-02,588.23069916114116
2020-04-12,6878.7812125898527
2013-08-11,103.77
2014-09-27,398.00749999999988
2015-05-10,239.5548
2021-01-31,34199.519810363017
2020-02-13,10328.897565836414
2019-08-11,11327.842642233223
2019-03-01,3815.6076075249844
2013-11-19,614.4
2021-05-23,37520.317675474384
2020-05-27,8839.1306632732467
2018-11-15,5788.6124940469736
2022-08-28,20069.953331596196
2018-06-23,6088.57944239075
2020-06-20,9312.7801044977859
2016-08-09,585.30249999999978
2023-10-23,30019.38050086351
2015-09-28,239.2765
2014-08-04,586.36868591139671
2013-09-27,131.84
2013-05-07,106.4
2025-09-04,110680.68749999997
2016-07-27,655.618263277738
2021-04-01,58817.3738884188
2015-03-12,293.9203
2016-05-13,456.00700000000012
2017-01-05,990.66749999999968
2015-11-29,371.48800000000011
2018-01-26,11044.9072365744
2017-02-16,1034.9038000000003
2018-07-01,6366.49946751097
2013-11-25,793.07
2015-02-20,244.0821
2014-08-31,480.02629999999988
2019-09-05,10573.515179027892
2018-01-28,11665.6969300847
2019-06-30,11972.555667220913
2022-10-01,19476.926596004068
2013-11-30,1127.45
2016-10-02,610.35880000000009
2016-02-09,373.909
2023-09-26,26298.634678281232
2015-07-22,276.17560000000009
2017-12-26,16616.6820570844
2015-11-07,387.05999999999989
2024-08-07,55959.841073993572
2019-11-30,7720.8650112608366
2023-01-01,16540.693624776803
2021-05-27,39406.934244116186
2022-06-24,21100.270533511088
2016-04-16,430.941
2015-07-30,286.8366
2024-08-29,59015.296338879438
2018-09-11,6308.1354746166289
2017-10-05,4290.38040438142
2024-06-22,64071.624284709695
2015-05-12,241.51890000000009
2021-02-15,48607.8745224845
2025-02-23,96072.9236111111
2025-06-02,104814.47222222222
2025-06-14,105136.30555555555
2025-10-21,109773.15277777777
2024-12-21,97668.886123980512
2024-12-11,97757.18015052432
2017-09-14,3100.66815470405
2015-05-13,235.4793
2021-01-08,39547.084081355672
2022-08-18,23359.418837070007
2019-04-02,4146.3219277066364
2015-02-03,226.0119
2013-12-19,677.84
2016-08-01,605.7469999999995
2016-08-27,568.57500000000016
2015-06-02,225.7387
2018-01-06,18343.6624934071
2020-02-18,9723.6050264224959
2022-01-03,47387.212167697246
2016-01-04,433.53399999999988
2018-04-26,8825.2025000693
2022-04-15,39959.457069033735
2023-11-19,36582.368441922743
2015-05-25,237.441
2013-11-16,437.41
2024-01-28,42119.610494643093
2015-08-19,225.9602
2014-04-20,497.3177
2016-12-24,891.6813
2013-05-23,125.748
